zeta,Ahat,Ahat_error,z,area_mean,area_std,n_samples,source_label,notes
0.0,1.0,0.0010270905814678615,0.0,0.13522556160652943,0.00013888890069976845,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
0.7229975048702713,1.2891839351465626,0.003494568934737217,0.3,0.17433062164430954,0.00047255504677257143,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
1.4459950097405425,1.6332089811185937,0.003944759118652369,0.6,0.22085160169258955,0.0005334322672222447,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
2.1689925146108138,2.0015830034203748,0.004589071500679222,0.8999999999999999,0.2706651857396041,0.0006205597709318666,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
2.891990019481085,2.4365084387871963,0.005416606757217838,1.2,0.32947822199404686,0.0007324636907465043,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
3.6149875243513563,2.9031966377555998,0.004266962011113694,1.5,0.39258639579468896,0.0005770023343065755,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
4.3379850292216275,3.3976333180505467,0.006002596806249392,1.7999999999999998,0.4594468735664412,0.000811704524222634,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
5.0609825340919,3.9500728498564635,0.010514039541685238,2.1,0.5341508195085445,0.0014217669017776435,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
5.78398003896217,4.525778605954247,0.010858714816397804,2.4,0.6120009536969788,0.0014683758093725352,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
6.506977543832441,5.125999032666522,0.009565448666964868,2.6999999999999997,0.693166097986857,0.0012934931680087525,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
7.229975048702713,5.724807514701005,0.008564911601610792,3.0,0.7741403112647234,0.0011581949814380987,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
7.952972553572984,6.3426843556943,0.008262437791332376,3.3,0.85769305409171,0.0011172927905719332,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
8.675970058443255,6.952694232835697,0.018624883983724676,3.5999999999999996,0.9401819823136854,0.0025185603965556247,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
9.398967563313526,7.602215349099578,0.015660575872517825,3.9,1.0280138400357686,0.0021177101674428878,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
10.1219650681838,8.164032480740431,0.019179657920934713,4.2,1.1039858771820725,0.0025935800137795173,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
10.844962573054069,8.743052743328272,0.018221543429696178,4.5,1.1822842173720733,0.002464018443618432,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
11.56796007792434,9.282598879099329,0.013426985595955534,4.8,1.2552446465943472,0.0018156716678958684,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
12.290957582794611,9.792440082588868,0.02374655024296306,5.1,1.324188209666369,0.003211140592822348,1,SprayGeo synthetic ellipse metrics,SprayGeo geometry metric overlay; use Ideal Momentum Jet Explorer CSV import.
